dataset_idx,example_id,gold_label,status,base_label,relevant_found,new_label,premise_index,premise_text,n_premises
530,381,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
531,362,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (NeocrepidoderaCorpulenta(x) → (FleaBeetle(x) ∨ Moth(x))),4
532,363,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (NeocrepidoderaCorpulenta(x) → (FleaBeetle(x) ∨ Moth(x))),4
533,640,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
534,641,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
535,642,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Milanese(carrozzeriaColli) ∧ CoachBuilder(carrozzeriaColli) ∧ Company(carrozzeriaColli) ∧ EstablishedBy(carrozzeriaColli, giuseppeColli) ∧ EstablishedIn(carrozzeriaColli, 1931)",6
536,643,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Milanese(carrozzeriaColli) ∧ CoachBuilder(carrozzeriaColli) ∧ Company(carrozzeriaColli) ∧ EstablishedBy(carrozzeriaColli, giuseppeColli) ∧ EstablishedIn(carrozzeriaColli, 1931)",6
537,644,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
538,386,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
539,387,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
540,246,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
541,247,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
542,248,True,NO_RELEVANT_FOUND_UNDER_BUDGET,True,False,,,,3
543,760,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
544,761,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
545,762,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
546,763,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
547,773,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
548,774,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x ∀y (PaymentCard(x) ∧ RussianBank(y) ∧ IssuedBy(x, y) → ¬UsedWith(x, applePay))",5
549,775,True,NO_RELEVANT_FOUND_UNDER_BUDGET,True,False,,,,5
550,150,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
551,151,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
552,152,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"ProducedBy(astro, chevrolet) ∧ Van(astro)",3
553,153,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
554,1123,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
555,1124,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,"∀x (WorkFrom(x, home) → Have(x, relaxedSchedule))",5
556,1125,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"∀x (WorkIn(x, office) ⊕ WorkFrom(x, home))",5
557,80,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
558,81,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,MusicSupervisor(jasonKramer) ∧ American(jasonKramer),5
559,82,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
560,1223,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
561,1224,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
562,1225,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
563,1226,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
564,596,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
565,597,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
566,598,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
567,321,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
568,322,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
569,1166,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
570,1167,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
571,1168,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
572,1393,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
573,1394,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
574,1395,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (Grass(x) → ¬Food(x)),7
575,1396,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Grass(x) → ¬Food(x)),7
576,60,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
577,61,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
578,62,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Team(goldenStateWarriors) ∧ From(goldenStateWarriors, sanFrancisco)",6
579,620,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
580,1215,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
581,1216,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
582,1217,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,"∀x ((Devices(x) → (With(x, companyLogo) ⊕ BelongTo(x, employee)))",8
583,1218,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
584,710,Uncertain,SKIP_GOLD_NOT_DECIDED,False,False,,,,2
585,916,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
586,917,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
587,918,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
588,919,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
589,920,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
590,1286,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
591,1287,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
592,1288,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
593,936,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (MaxListenTo(x) → (ClassicalMusic(x) ⊕ Rap(x))),7
594,937,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
595,938,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (MaxListenTo(x) → (ClassicalMusic(x) ⊕ Rap(x))),7
596,113,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"∀x ((∃y(Peak(x, y))) → Popular(x))",4
597,114,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"Produce(whiteTown, yourWoman) ∧ OnePersonBand(whiteTown)",4
598,115,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
599,996,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
600,997,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (Function(x) ∧ RepresentOn(x, straightLine, coordinatePlane) → LinearFunction(x))",7
601,998,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (Function(x) ∧ RepresentOn(x, straightLine, coordinatePlane) → LinearFunction(x))",7
602,540,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))",4
603,541,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∀x ∀y (SoccerTeam(x) ∧ SoccerTeam(y) ∧ SameScore(x, y) ∧ During(regularTime) ∧ During(extraTime) → PlayPenalty(x, y))",4
604,35,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"Form(stevehillage, system7) ∧ Form(miquettegiraudy, system7)",6
605,36,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
606,37,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"BasedIn(system7, uk) ∧ ElectronicDanceMusicBand(system7)",6
607,542,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Model(x) ∧ Summarization(x) ∧ OnlyUseInputDocument(x) → Faithful(x)),3
608,543,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (Model(x) ∧ Summarization(x) ∧ OnlyUseInputDocument(x) → Faithful(x)),3
609,984,Uncertain,SKIP_GOLD_NOT_DECIDED,False,False,,,,7
610,985,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
611,986,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
612,1023,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∀x (WorkAt(x, jesssCompany) → Miserly(x) ∧ NeedToSave(x, aLargePortionOfIncome)⊕ SpendFrivolously(x, aLotOfMoney))",7
613,1024,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
614,1025,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
615,624,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"Album(wolfgangamadeusphoenix) ∧ IsAlbumOf(wolfgangamadeusphoenix, phoenix) ∧ SoldOver(wolfgangamadeusphoenix, 500,000)",5
616,625,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
617,11,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,Angry(theHulk) → WakesUp(theHulk),10
618,12,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,10
619,13,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,10
620,258,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
621,259,Uncertain,SKIP_GOLD_NOT_DECIDED,True,False,,,,4
622,260,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
623,1057,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
624,1058,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
625,1059,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
626,1035,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
627,1036,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
628,1037,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
629,1044,Uncertain,SKIP_GOLD_NOT_DECIDED,False,False,,,,6
630,1045,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
631,1046,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
632,858,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
633,859,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
634,860,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
635,861,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
636,862,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
637,722,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
638,952,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
639,953,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
640,954,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
641,237,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"OfficeIn(ableton, germany)",5
642,238,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
643,239,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"OfficeIn(ableton, germany)",5
644,1295,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
645,1296,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
646,1297,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
647,1354,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
648,1355,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (MemberOf(x, universityFaculty) → Professor(x))",6
649,1356,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (MemberOf(x, universityFaculty) → Professor(x))",6
650,344,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
651,345,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
652,346,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (Cutman(x) → Prevent(x, physicalDamageToAFighter) ∧ Treat(x, physicalDamageToAFighter))",4
653,488,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,Painting(monaLisa) ∧ TheWorldsBestKnown(monaLisa),4
654,489,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
655,490,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
656,887,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x)),5
657,888,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x)),5
658,889,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
659,890,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x)),5
660,891,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x)),5
661,892,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x)),5
662,367,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,∀x (Buisness(x) ∧ ¬Sanctioned(x) → Free(x)),4
663,368,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,∀x (Buisness(x) ∧ ¬Sanctioned(x) → Free(x)),4
664,369,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,∀x (Buisness(x) ∧ Sanctioned(x) → Limited(x)),4
665,745,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
666,313,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
667,314,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
668,315,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,"Archeologist(johnEvans) ∧ Popularize(johnEvans, termPalstave)",4
669,273,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,Japanese(koeitecmo) ∧ VideoGameHoldingCompany(koeitecmo) ∧ AnimeHoldingCompany(koeitecmo) ∧ HoldingCompany(x),4
670,274,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
671,275,Uncertain,SKIP_GOLD_NOT_DECIDED,True,False,,,,4
672,566,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
673,567,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
674,568,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
675,718,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,FootballPlayer(adamBuska) ∧ European(adamBuska),2
676,1152,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
677,1153,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (ATop3BestSellingVideoGame(x) → Multiplatform(x)),5
678,1154,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
679,589,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
680,590,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
681,591,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
682,264,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∃x ∃y(PlaysIn(daveedDiggs, x, hamilton) ∧ (¬(x=y)) ∧ PlaysIn(daveedDiggs, y, hamilton)) ∧ OnBroadway(hamilton) ∧ Musical(hamilton)",6
683,265,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
684,266,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
685,626,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,"In(ernestPohl, polishFirstDivision) ∧ ScoredOver(ernestPohl, 180Goals)",5
686,627,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
687,416,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"RunUnopposedFor(ann, philadelphiaCityCouncil, year1980)",5
688,417,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
689,418,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
690,336,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
691,337,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"WonCup(aberdeen, year2013Final)",4
692,338,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"WonCup(aberdeen, year2013Final)",4
693,843,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
694,844,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
695,845,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
696,1080,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
697,1081,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
698,1082,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
699,1083,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
700,721,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
701,924,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
702,925,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
703,926,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
704,1280,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
705,1281,False,OK_RELEVANT_FOUND,False,True,Uncertain,4.0,¬Energetic(sid) ∧ ¬Sloth(sid)),5
706,1282,True,OK_RELEVANT_FOUND,True,True,Uncertain,4.0,¬Energetic(sid) ∧ ¬Sloth(sid)),5
707,539,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"∀x ∀y (EuropeanSoccerClub(x) ∧ EuropeanSoccerClub(y) ∧ Attend(x, ucl) ∧ Attend(y, uel) → HigherRank(x, y))",6
708,192,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x ∀y ((Coach(x, y) ∧ FootballClub(y)) → FootballCoach(x))",7
709,193,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∀w ∀x ∀y ∀z ((PlayPositionFor(x, w, y, z) ∧ InNFL(y, z)) → PlayInNFL(x))",7
710,194,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
711,1333,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∀x (ClassroomIn(x, williamLHarknessHall) ∧ ¬PrivateStudySpot(x))",6
712,1334,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
713,1335,False,SKIP_NOT_CONVERGENT,True,False,,,,6
714,298,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
715,299,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"LargeComplex(shafaq-asiman) ∧ LargeComplex(shafaq-asiman) ∧ Offshore(shafaq-asiman) ∧ GeologicalStructures(shafaq-asiman) ∧ In(shafaq-asiman, caspiansea)",3
716,300,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"LargeComplex(shafaq-asiman) ∧ LargeComplex(shafaq-asiman) ∧ Offshore(shafaq-asiman) ∧ GeologicalStructures(shafaq-asiman) ∧ In(shafaq-asiman, caspiansea)",3
717,213,True,OK_RELEVANT_FOUND,True,True,Uncertain,3.0,"Tutor(herodicus, hippocrates)",6
718,214,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
719,215,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
720,216,False,OK_RELEVANT_FOUND,False,True,Uncertain,4.0,"Recommend(herodicus, massages)",6
721,217,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"Born(herodicus, selymbia) ∧ City(selymbia)",6
722,1258,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
723,1259,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))",5
724,1260,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))",5
725,204,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,RefereeObserver(brianWinter),5
726,205,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,RefereeObserver(brianWinter),5
727,206,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"Retired(brianWinter) ∧ RetiredIn(brianWinter, yr2012)",5
728,207,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
729,1100,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
730,1101,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
731,1102,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
732,1103,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
733,1104,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
734,1105,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
735,1106,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))",5
736,1107,False,SKIP_NOT_CONVERGENT,True,False,,,,5
737,1108,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
738,1109,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
739,373,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))",7
740,374,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))",7
741,509,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Hatchery(nationalLobsterHatchery) ∧ LocatedIn(nationalLobsterHatchery, padstowEngland)",5
742,510,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
743,511,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
744,632,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
745,633,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
746,1357,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
747,1358,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
748,1359,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (UsedIn(x, labComputer) ∧ UnixOperatingSystem(x) → Software(x))",8
749,1360,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (UsedIn(x, labComputer) ∧ UnixOperatingSystem(x) → Software(x))",8
750,352,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
751,353,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
752,354,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
753,225,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern),4
754,226,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern),4
755,227,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
756,990,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
757,991,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
758,992,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
759,25,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
760,26,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
761,27,False,OK_RELEVANT_FOUND,False,True,Uncertain,3.0,"Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)",7
762,28,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
763,350,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,MeeGoBased(weTab) ∧ TabletComputer(weTab),4
764,351,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
765,1181,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
766,1182,False,SKIP_NOT_CONVERGENT,True,False,,,,5
767,1183,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
768,450,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
769,451,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
770,452,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
771,186,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x))),5
772,187,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x))),5
773,188,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (AttendInPerson(x) → Registered(x)),5
774,629,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
775,630,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
776,631,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
777,3,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Has(mary, flu)",3
778,120,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,British(james) ∧ Lawyer(james),5
779,121,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,British(james) ∧ Lawyer(james),5
780,122,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
781,364,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
782,365,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
783,366,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,"About(beastsOfPrey, shetani) ∧ Creature(shetani)",4
784,47,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"Named(amyODell, nameODell) ∧ NotablePerson(amyODell) ∧ Named(jackODell, nameODell) ∧ NotablePerson(jackODell) ∧ Named(matsODell, nameODell) ∧ NotablePerson(matsODell)",5
785,48,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"Named(amyODell, nameODell) ∧ NotablePerson(amyODell) ∧ Named(jackODell, nameODell) ∧ NotablePerson(jackODell) ∧ Named(matsODell, nameODell) ∧ NotablePerson(matsODell)",5
786,49,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
787,50,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
788,479,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
789,480,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
790,481,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
